epoch,total,recon,phys,lambda_phys,K_pred_mean,Flow_pred_mean,Por_pred_mean,Por_proxy_mean,GradNorm
33,1817.40625,0.1392522007226944,518.9107055664062,3.5020801233586423,0.9418441653251648,-0.010949579998850822,-0.03265717998147011,0.9997879266738892,0.002919728754064637
34,1835.6026611328125,0.13923507928848267,516.8590087890625,3.5511877780804584,0.942075252532959,-0.010926295071840286,-0.032505568116903305,0.9997324347496033,0.004520626418257326
35,1852.9139404296875,0.1392102986574173,514.84765625,3.598685492384311,0.9423615336418152,-0.010903788730502129,-0.032319311052560806,0.9996517896652222,0.007001483512382319
36,1862.04833984375,0.13917362689971924,510.8642578125,3.64462604639509,0.9426185488700867,-0.010859521105885506,-0.03202318027615547,0.9995325207710266,0.010238621349427489
37,1866.851806640625,0.13912802934646606,506.0130310058594,3.6890604898993806,0.9428017139434814,-0.010805130936205387,-0.0315965972840786,0.9993507266044617,0.011995446958331043
38,1861.423828125,0.13910254836082458,498.73138427734375,3.7320381990726874,0.9435962438583374,-0.010721513070166111,-0.030874311923980713,0.9990851879119873,0.004267014978494537
39,1849.925048828125,0.13911418616771698,490.1903991699219,3.7736069313469436,0.9443079233169556,-0.010621712543070316,-0.030147522687911987,0.9989058375358582,0.0015198734566853529
40,1865.0364990234375,0.1391061693429947,488.9849853515625,3.81381287847923,0.9444801807403564,-0.010608157142996788,-0.029966002330183983,0.9988661408424377,0.003246250031115938
41,1888.471923828125,0.13908882439136505,490.13226318359375,3.852700717880705,0.9442266225814819,-0.010621489956974983,-0.030260443687438965,0.9988449215888977,0.0015168465387709448
42,1908.21923828125,0.13907164335250854,490.4695129394531,3.8903136622627708,0.9441483020782471,-0.010625514201819897,-0.030430521816015244,0.9988118410110474,0.002012246135514014
43,1925.854248046875,0.13904891908168793,490.41650390625,3.9266935076556386,0.9441356658935547,-0.010625099763274193,-0.030490804463624954,0.998762845993042,0.0022834677319675035
44,1944.7589111328125,0.13901977241039276,490.83251953125,3.9618806798526673,0.9441072940826416,-0.010630178265273571,-0.030524741858243942,0.9986948370933533,0.002502499998082198
45,1960.1962890625,0.13898490369319916,490.5153503417969,3.995914279332066,0.9442152976989746,-0.01062685064971447,-0.030510470271110535,0.9985953569412231,0.0027184267109165087
46,1978.82373046875,0.13894276320934296,491.1311340332031,4.028832124705897,0.9443544149398804,-0.01063406839966774,-0.030411062762141228,0.9984697699546814,0.0036126637614741137
47,2007.8282470703125,0.1388869434595108,494.4230651855469,4.060670794744642,0.9441652297973633,-0.010672077536582947,-0.030459728091955185,0.9983240365982056,0.0037754836440628582
48,2030.7113037109375,0.1388208121061325,496.294677734375,4.091465669024051,0.9440880417823792,-0.010693363845348358,-0.030445119366049767,0.9981309771537781,0.004715464146909161
49,2039.8634033203125,0.1387418508529663,494.9284973144531,4.121250967239414,0.9440628290176392,-0.010677007026970387,-0.030256353318691254,0.9978671073913574,0.0051015151879926016
50,2021.4354248046875,0.138654887676239,487.0524597167969,4.150059787230973,0.9442342519760132,-0.010585272684693336,-0.029803955927491188,0.9975332617759705,0.005195987393646352
51,1992.7017822265625,0.13856486976146698,476.9266052246094,4.177924141762694,0.9446709752082825,-0.010466472245752811,-0.02903805673122406,0.9971431493759155,0.005201124658370103
52,1974.118896484375,0.1384669542312622,469.450439453125,4.204874994095315,0.9450979828834534,-0.01037757657468319,-0.028208857402205467,0.9966951012611389,0.005902298044959712
53,1951.5076904296875,0.13834525644779205,461.2138977050781,4.230942292393138,0.9456247687339783,-0.010276949033141136,-0.027332143858075142,0.9961844682693481,0.007285260500087046
54,1924.7581787109375,0.13818120956420898,452.1968688964844,4.25615500300286,0.9462857842445374,-0.010164475068449974,-0.026276662945747375,0.9955798983573914,0.01046843998561965
55,1883.822509765625,0.13794592022895813,440.0575866699219,4.280541142641377,0.9468856453895569,-0.01001336332410574,-0.02482573501765728,0.9948004484176636,0.016598983013936475
56,1837.6080322265625,0.13757935166358948,426.9089050292969,4.304127809528353,0.9474532604217529,-0.009848701767623425,-0.022470878437161446,0.9937107563018799,0.02818446097621131
57,1755.314208984375,0.13693945109844208,405.6392822265625,4.3269412134981415,0.9487632513046265,-0.009577532298862934,-0.017475800588726997,0.9920154213905334,0.05438140494505541
58,1625.8671875,0.13570016622543335,373.8167419433594,4.3490067051245225,0.9505176544189453,-0.009157069958746433,-0.0062234713695943356,0.9889832735061646,0.09634553025190008
59,1370.09130859375,0.13347458839416504,313.46649169921875,4.370348803890607,0.9521292448043823,-0.008303596638143063,0.014211255125701427,0.9833899140357971,0.11064767865832556
60,1312.57470703125,0.12981431186199188,298.8949279785156,4.3909912254352435,0.9587002396583557,-0.008071321994066238,0.02791629545390606,0.9745442271232605,0.23495071102180543
61,1683.0013427734375,0.12237761914730072,381.52239990234375,4.410956907906151,0.9641532897949219,-0.009234984405338764,0.02082366868853569,0.9636771082878113,0.3475293582593998
62,1462.290771484375,0.10490807890892029,330.0445861816406,4.430268037449124,0.9594489932060242,-0.008578306995332241,0.020285459235310555,0.9386476278305054,0.8179720957305919
63,1729.765380859375,0.10984227061271667,388.7787170410156,4.448946072861581,0.9602709412574768,-0.009379495866596699,0.010371102020144463,0.9490918517112732,0.33218749047315504
64,2010.66455078125,0.1167004331946373,450.0878601074219,4.4670117694378835,0.9613364934921265,-0.010133285075426102,0.0009733447805047035,0.9616726636886597,0.21701982639118692
65,2134.4892578125,0.11960720270872116,475.9452819824219,4.484485202032905,0.9607929587364197,-0.010430822148919106,-0.004309878684580326,0.9674144983291626,0.31964011011111304
66,2130.512451171875,0.118741974234581,473.2751159667969,4.501385787369498,0.9599800705909729,-0.010403714142739773,-0.005540959537029266,0.9672122597694397,0.33408633316129543
67,1993.9610595703125,0.11435964703559875,441.33795166015625,4.5177323056146195,0.9585948586463928,-0.010034115053713322,-0.0029688740614801645,0.9616163969039917,0.20760994187185122
68,1724.5439453125,0.10805754363536835,380.3726806640625,4.533542921248125,0.9560984373092651,-0.009271018207073212,0.0020395221654325724,0.952716052532196,0.10622411912723186
69,1588.0616455078125,0.10484682023525238,349.0908508300781,4.548835203247383,0.9543649554252625,-0.008849249221384525,0.004674457013607025,0.9482324123382568,0.18126970249480098
70,1608.4483642578125,0.10527434200048447,352.42657470703125,4.563626144610177,0.9539437890052795,-0.00889525655657053,0.004302500747144222,0.94944167137146,0.11728724596899383
71,1692.084228515625,0.10742837935686111,369.5941162109375,4.577932181237557,0.9540584087371826,-0.0091282669454813,0.0024872655048966408,0.9533267021179199,0.05553841556636692
72,1790.6202392578125,0.1099279373884201,389.9390869140625,4.5917692101976435,0.9540757536888123,-0.009396523237228394,0.000310301489662379,0.9576382637023926,0.02949064356940807
73,1864.114501953125,0.11169524490833282,404.7646179199219,4.605152607390676,0.9537333846092224,-0.009586936794221401,-0.0013929004780948162,0.9607334733009338,0.04610886341898993
74,1898.75048828125,0.11225917190313339,411.1299743652344,4.618097244634922,0.9531766772270203,-0.009667573496699333,-0.0021820073015987873,0.9619678854942322,0.05580812864340874
75,1898.7509765625,0.11169510334730148,410.0185852050781,4.630617506192455,0.9525195956230164,-0.009653769433498383,-0.0020626818295568228,0.9614914059638977,0.05204554221634844
76,1871.9420166015625,0.11024791747331619,403.175048828125,4.642727304753148,0.9518385529518127,-0.0095673194155097,-0.0012744893319904804,0.9596683382987976,0.03708744750848743
77,1828.0179443359375,0.10827004164457321,392.723876953125,4.6544400968946436,0.9510861039161682,-0.00943349115550518,-0.0001096227060770616,0.9570069909095764,0.0206704280747162
78,1788.0245361328125,0.10636966675519943,383.19903564453125,4.665768898035497,0.9503062963485718,-0.009309826418757439,0.0009208139381371439,0.9544267654418945,0.050425307444957004
79,1801.3209228515625,0.10583034157752991,385.1444396972656,4.6767262968980905,0.9499020576477051,-0.009335367009043694,0.0007454233127646148,0.9539176225662231,0.07686521345442897
80,1919.305908203125,0.10838136821985245,409.4441223144531,4.687324469497393,0.9501268267631531,-0.00964554212987423,-0.0018307911232113838,0.9580248594284058,0.10951709511553756
81,1917.7137451171875,0.10775939375162125,408.2118835449219,4.697575192671126,0.949769914150238,-0.009629921987652779,-0.0017901116516441107,0.9572573304176331,0.09068834272069937
82,1825.46630859375,0.10446611791849136,387.7569274902344,4.707489857166345,0.9488990306854248,-0.00936924945563078,0.0002261169720441103,0.9524390697479248,0.18452876743448762
83,1931.68603515625,0.10699112713336945,409.4862060546875,4.717079480296998,0.9492354393005371,-0.009645998477935791,-0.002100915415212512,0.9563630223274231,0.06325424075265641
84,1979.8687744140625,0.10798414051532745,418.87689208984375,4.726354718186519,0.9492602944374084,-0.009763196110725403,-0.003271751804277301,0.957919180393219,0.1890803299788614
85,1850.920166015625,0.10306219756603241,390.8531799316406,4.735325877609066,0.9480693340301514,-0.009409666061401367,-0.00025027425726875663,0.9506681561470032,0.3507675704055683
86,2024.145751953125,0.10806955397129059,426.6518859863281,4.744002927442543,0.9490446448326111,-0.009859275072813034,-0.004178138915449381,0.958206057548523,0.2233856736355727
87,2024.0316162109375,0.10716167837381363,425.87457275390625,4.752395509746167,0.9487751722335815,-0.009849973022937775,-0.00396744767203927,0.9569653868675232,0.1269864470080127
88,1939.7265625,0.10334516316652298,407.4399719238281,4.760512950474853,0.9478544592857361,-0.00962156243622303,-0.0018386561423540115,0.9513860940933228,0.32646873025822704
89,2085.55810546875,0.10761924833059311,437.351318359375,4.768364269842347,0.9486543536186218,-0.00999070331454277,-0.00510892691090703,0.9577977657318115,0.19215697326614087
90,2101.754150390625,0.10718684643507004,440.04718017578125,4.775958192344612,0.9484913945198059,-0.01002389844506979,-0.005235092714428902,0.9572519659996033,0.14574412615328144
91,2031.7969970703125,0.10359510779380798,424.7469177246094,4.7833031564546165,0.9477434754371643,-0.009838344529271126,-0.00333509617485106,0.9520204663276672,0.2937008136110672
92,2149.748046875,0.10684926807880402,448.73870849609375,4.790407323999275,0.9482887983322144,-0.010129428468644619,-0.005831990856677294,0.9569178223609924,0.10976117730303517
93,2193.105224609375,0.10747301578521729,457.1337585449219,4.7972785892289895,0.9483128190040588,-0.010229766368865967,-0.00661245035007596,0.9578976631164551,0.1852653499808446
94,2132.361328125,0.10412471741437912,443.8573913574219,4.803924587589853,0.9477482438087463,-0.01007234025746584,-0.004911564290523529,0.953026294708252,0.2272038758815751
95,2210.349609375,0.10590700805187225,459.4764099121094,4.810352704208256,0.947976291179657,-0.010258796624839306,-0.006404474377632141,0.9557340145111084,0.011446991556980386
96,2278.750244140625,0.10767433792352676,473.08404541015625,4.8165700820973525,0.9481344223022461,-0.010418713092803955,-0.007846394553780556,0.958372175693512,0.2059889946473728
97,2236.86572265625,0.10502069443464279,463.80963134765625,4.822583630094466,0.9478057026863098,-0.010311111807823181,-0.006600064225494862,0.9545204043388367,0.12033798523683409
98,2261.08642578125,0.10508012771606445,468.2672119140625,4.828400030538297,0.9477992653846741,-0.010363937355577946,-0.006990137510001659,0.9546509981155396,0.11502180891720662
99,2340.4482421875,0.1074448674917221,484.1390686035156,4.8340257466944205,0.947989284992218,-0.010548409074544907,-0.008729604072868824,0.9581732749938965,0.17429981052969828
100,2326.82958984375,0.10598945617675781,480.7809753417969,4.8394670299373646,0.9478888511657715,-0.01051032729446888,-0.008197659626603127,0.9560766220092773,0.009236263159513227
