epoch,total,recon,phys,lambda_phys,recon_weight,GradNorm,pred_Mean_K,pred_Mean_dP/dy,pred_FlowRate,pred_Porosity,pred_Anisotropy
34,0.18265657126903534,0.14957086741924286,0.019100170582532883,8.780000000000001,0.1,5.597943983786536,0.09773574769496918,-0.01804516837000847,-0.014710520394146442,0.13014858961105347,0.9761673212051392
35,0.18574769794940948,0.14953026175498962,0.019083203747868538,8.95,0.1,2.6095698517865458,0.0964895486831665,-0.01854100078344345,-0.015324045903980732,0.13175392150878906,0.9665035605430603
36,0.19299650192260742,0.1494680941104889,0.01952299289405346,9.120000000000001,0.1,5.742301484182917,0.09481644630432129,-0.01917860098183155,-0.016361791640520096,0.13140645623207092,0.9486742615699768
37,0.194839745759964,0.14948105812072754,0.019364008679986,9.29,0.1,3.64947252661068,0.0944318100810051,-0.01954728737473488,-0.0167589969933033,0.13355141878128052,0.9453403949737549
38,0.19628044962882996,0.14949700236320496,0.019168155267834663,9.46,0.1,1.0846882755574825,0.09427887201309204,-0.01954827271401882,-0.016646672040224075,0.13505879044532776,0.9463088512420654
39,0.1981479674577713,0.14950698614120483,0.019023600965738297,9.629999999999999,0.1,1.2696809543756444,0.09451886266469955,-0.019464747980237007,-0.01643502525985241,0.13584567606449127,0.9481785893440247
40,0.20108798146247864,0.14950338006019592,0.018993636593222618,9.8,0.1,2.1184467051855336,0.0945378765463829,-0.01937253400683403,-0.016420478001236916,0.13599969446659088,0.9486477375030518
41,0.20393772423267365,0.14950884878635406,0.018955549225211143,9.969999999999999,0.1,1.5702001731299333,0.09471457451581955,-0.019274814054369926,-0.016390787437558174,0.13605345785617828,0.9497919678688049
42,0.20573680102825165,0.14950799942016602,0.018815187737345695,10.14,0.1,7.467393946373932,0.09496794641017914,-0.01908763498067856,-0.016205811873078346,0.13667793571949005,0.9524534940719604
43,0.20728451013565063,0.149536594748497,0.01865478605031967,10.309999999999999,0.1,8.459159084839484,0.09632366895675659,-0.018486415967345238,-0.015176196582615376,0.13570410013198853,0.964418888092041
44,0.21155722439289093,0.1495923101902008,0.0187593512237072,10.48,0.1,2.3855259015995216,0.09768393635749817,-0.0184251070022583,-0.014766981825232506,0.13308867812156677,0.9759174585342407
45,0.21324999630451202,0.149612694978714,0.018618660047650337,10.65,0.1,3.5168767881564236,0.09892824292182922,-0.017754890024662018,-0.01451285369694233,0.13313482701778412,0.985537052154541
46,0.22150279581546783,0.1496974676847458,0.019088082015514374,10.82,0.1,6.351651113383923,0.10140430927276611,-0.016734110191464424,-0.013569588772952557,0.12788769602775574,1.0080890655517578
47,0.25225481390953064,0.14983083307743073,0.02158978581428528,10.989999999999998,0.1,42.10323823025101,0.1040157824754715,-0.0153414998203516,-0.012694049626588821,0.1091497614979744,1.0415315628051758
48,0.22747062146663666,0.14971156418323517,0.019041171297430992,11.16,0.1,24.880272135546875,0.10145148634910583,-0.01715386100113392,-0.013654214330017567,0.1283368170261383,1.010677695274353
49,0.22127750515937805,0.14963136613368988,0.018209565430879593,11.33,0.1,2.6664356741239317,0.09888110309839249,-0.01810835301876068,-0.014469204470515251,0.13671551644802094,0.9846712350845337
50,0.22284971177577972,0.1495831310749054,0.018077513203024864,11.5,0.1,3.653367351784027,0.09653840959072113,-0.018545003607869148,-0.014838936738669872,0.14009642601013184,0.968311071395874
51,0.22716601192951202,0.14955005049705505,0.018184319138526917,11.67,0.1,2.2949191207558215,0.09531765431165695,-0.019129497930407524,-0.016080468893051147,0.14151766896247864,0.9554396867752075
52,0.23497895896434784,0.14953336119651794,0.01858324557542801,11.84,0.1,0.45925399801637923,0.09495777636766434,-0.020309578627347946,-0.017124468460679054,0.1396123319864273,0.9482413530349731
53,0.2500683069229126,0.14947909116744995,0.01957705058157444,12.01,0.1,3.0430304397418695,0.09387942403554916,-0.020440317690372467,-0.017518267035484314,0.13461565971374512,0.9335311055183411
54,0.26338520646095276,0.149443581700325,0.02039744332432747,12.18,0.1,10.127388104207967,0.09255802631378174,-0.021039467304944992,-0.017708467319607735,0.13075324892997742,0.9231691360473633
55,0.27342936396598816,0.1494113802909851,0.020930221304297447,12.350000000000001,0.1,24.840109973528342,0.09196107089519501,-0.020933201536536217,-0.018031252548098564,0.12880635261535645,0.9149874448776245
56,0.2693388760089874,0.14943993091583252,0.020319079980254173,12.520000000000001,0.1,26.857842320100644,0.09249487519264221,-0.02109139785170555,-0.017891811206936836,0.13194791972637177,0.9213637113571167
57,0.2606187164783478,0.14948180317878723,0.01935938000679016,12.69,0.1,9.196919499227079,0.09369706362485886,-0.020319141447544098,-0.01750689558684826,0.13660939037799835,0.9331523776054382
58,0.2520923316478729,0.14952339231967926,0.0184401236474514,12.86,0.1,12.71345880804256,0.09480173885822296,-0.019902288913726807,-0.01682158187031746,0.1410551816225052,0.9472086429595947
59,0.2477387636899948,0.1495620757341385,0.017865123227238655,13.03,0.1,0.8466771804665427,0.09526757150888443,-0.019153419882059097,-0.016109362244606018,0.14450538158416748,0.9544687271118164
60,0.24769486486911774,0.14959390461444855,0.017631474882364273,13.2,0.1,1.3773398090170303,0.09637470543384552,-0.018895380198955536,-0.015153338201344013,0.14438529312610626,0.9660211801528931
61,0.25183480978012085,0.14962217211723328,0.017716724425554276,13.37,0.1,5.28884976207064,0.09791885316371918,-0.01813163049519062,-0.014929232187569141,0.141837477684021,0.9775480628013611
62,0.25547295808792114,0.1496504694223404,0.017762770876288414,13.54,0.1,8.880382133256717,0.09886354207992554,-0.01748581789433956,-0.014620446600019932,0.1403322070837021,0.9881024360656738
63,0.2644136846065521,0.14972107112407684,0.018194133415818214,13.71,0.1,17.826540247158846,0.09998627007007599,-0.017072290182113647,-0.01394803449511528,0.13579748570919037,1.003835678100586
64,0.2690843939781189,0.14975303411483765,0.01830757036805153,13.88,0.1,12.63717867441892,0.10055553168058395,-0.016977110877633095,-0.013674454763531685,0.13468754291534424,1.007995843887329
65,0.26800647377967834,0.14976318180561066,0.018009264022111893,14.05,0.1,12.269332671365191,0.10003696382045746,-0.017137151211500168,-0.013594530522823334,0.1373593509197235,1.0059490203857422
66,0.26376351714134216,0.14972920715808868,0.01749582216143608,14.22,0.1,24.879735233142128,0.09919428825378418,-0.017557676881551743,-0.014271439053118229,0.14214679598808289,0.9986315965652466
67,0.2606543004512787,0.14968235790729523,0.017073389142751694,14.39,0.1,6.248301753924352,0.09813474863767624,-0.01803833246231079,-0.01474965363740921,0.14683887362480164,0.984766960144043
68,0.26366662979125977,0.14967122673988342,0.017081009224057198,14.56,0.1,3.987533171013183,0.09732066094875336,-0.018870124593377113,-0.015026520006358624,0.14763610064983368,0.9778195023536682
69,0.26384615898132324,0.1496284008026123,0.016896355897188187,14.729999999999999,0.1,7.562745784558501,0.09605184197425842,-0.019636549055576324,-0.015807515010237694,0.15099111199378967,0.9669796228408813
70,0.2664659917354584,0.14961762726306915,0.016879480332136154,14.899999999999999,0.1,7.60120255574634,0.09566989541053772,-0.01967792958021164,-0.016054386273026466,0.15179197490215302,0.9633051156997681
71,0.26976174116134644,0.14962145686149597,0.016907738521695137,15.07,0.1,3.8056579242695534,0.09531412273645401,-0.019703513011336327,-0.01619248278439045,0.15209826827049255,0.9603831171989441
72,0.2735010087490082,0.14961177110671997,0.01696455478668213,15.24,0.1,4.065501327646189,0.09487041085958481,-0.01991887390613556,-0.016562117263674736,0.15234389901161194,0.9568023681640625
73,0.2761436402797699,0.14961053431034088,0.016948901116847992,15.41,0.1,2.968341778799413,0.09495411813259125,-0.01991487853229046,-0.01651953160762787,0.1523779332637787,0.9572747945785522
74,0.2788769602775574,0.14960825443267822,0.016939418390393257,15.58,0.1,3.581581277866917,0.09447064995765686,-0.019964976236224174,-0.016851557418704033,0.15301327407360077,0.9550678133964539
75,0.28072500228881836,0.14960721135139465,0.016873924061655998,15.75,0.1,4.323455220286178,0.09461937844753265,-0.02011270634829998,-0.01692655310034752,0.1534619927406311,0.9557451605796814
76,0.28326883912086487,0.14960990846157074,0.016853507608175278,15.92,0.1,0.4393177711174303,0.09465939551591873,-0.02014819160103798,-0.016936933621764183,0.15364690124988556,0.9557075500488281
77,0.28593572974205017,0.14960499107837677,0.0168412197381258,16.09,0.1,3.9277225834737237,0.09467028826475143,-0.020122472196817398,-0.016947545111179352,0.15377545356750488,0.955591082572937
78,0.28729569911956787,0.14961734414100647,0.016748707741498947,16.259999999999998,0.1,2.8158097611358244,0.09479885548353195,-0.019984373822808266,-0.01694015972316265,0.15440650284290314,0.9565302729606628
79,0.2894975244998932,0.14962315559387207,0.016709385439753532,16.43,0.1,3.5401502228494337,0.09476687014102936,-0.01984800398349762,-0.01687438040971756,0.15472730994224548,0.9567205309867859
80,0.28999626636505127,0.14961709082126617,0.016568345949053764,16.6,0.1,9.303075502307365,0.09490223228931427,-0.019622186198830605,-0.016831161454319954,0.1557837724685669,0.9577505588531494
81,0.2884082496166229,0.149655282497406,0.01630546897649765,16.770000000000003,0.1,7.238883498344876,0.09521202743053436,-0.019761020317673683,-0.01682756282389164,0.15772460401058197,0.9601556658744812
82,0.28777140378952026,0.14966492354869843,0.016104185953736305,16.939999999999998,0.1,20.433144901374817,0.09521067887544632,-0.020265188068151474,-0.016995107755064964,0.15930888056755066,0.9622213840484619
83,0.28676554560661316,0.14967408776283264,0.015885338187217712,17.11,0.1,9.259363975677388,0.09496388584375381,-0.020523205399513245,-0.016989968717098236,0.16161078214645386,0.9611918926239014
84,0.28932520747184753,0.1496955007314682,0.01587706245481968,17.28,0.1,12.779967533115723,0.09514600783586502,-0.020211905241012573,-0.016928987577557564,0.16148604452610016,0.961943507194519
85,0.2909095585346222,0.14969536662101746,0.015813181176781654,17.45,0.1,1.1983577441665716,0.0950651690363884,-0.020291833207011223,-0.016897445544600487,0.16211499273777008,0.9619351029396057
86,0.2934003174304962,0.1496957689523697,0.015801969915628433,17.619999999999997,0.1,1.3500607611194937,0.09496687352657318,-0.020258579403162003,-0.01694568619132042,0.1623462587594986,0.9613381624221802
87,0.2959875762462616,0.14969564974308014,0.015796402469277382,17.79,0.1,0.6716816046301801,0.09495986253023148,-0.020260987803339958,-0.016965225338935852,0.16241751611232758,0.9612443447113037
88,0.2982214391231537,0.14969462156295776,0.01577126793563366,17.96,0.1,4.076129755408715,0.09497905522584915,-0.020311161875724792,-0.01694614067673683,0.16263794898986816,0.9613267183303833
89,0.3001292645931244,0.14970004558563232,0.01572858728468418,18.130000000000003,0.1,7.32880641653378,0.09502910822629929,-0.02043142542243004,-0.016942497342824936,0.16299666464328766,0.961563229560852
90,0.3027467727661133,0.1497071087360382,0.01572546735405922,18.3,0.1,18.997971857996163,0.09503582864999771,-0.020399058237671852,-0.016970181837677956,0.16299964487552643,0.9617097973823547
91,0.29923349618911743,0.14972780644893646,0.01539040170609951,18.47,0.1,5.1087650888500775,0.09547477960586548,-0.020418114960193634,-0.017051907256245613,0.16565167903900146,0.9642772078514099
92,0.29557138681411743,0.14978091418743134,0.01505328994244337,18.64,0.1,21.918449127801978,0.09625326097011566,-0.021007314324378967,-0.017320051789283752,0.16795679926872253,0.9695519804954529
93,0.2917005121707916,0.14985425770282745,0.014711064286530018,18.810000000000002,0.1,11.798706184254115,0.09642885625362396,-0.021347161382436752,-0.017244618386030197,0.1703369915485382,0.9769477844238281
94,0.2851441204547882,0.14995363354682922,0.014233337715268135,18.979999999999997,0.1,8.922068717892216,0.09670381247997284,-0.021552572026848793,-0.017734162509441376,0.17432229220867157,0.9839015007019043
95,0.2810206413269043,0.15006160736083984,0.013891096226871014,19.15,0.1,4.78905777773457,0.09629081189632416,-0.02184350974857807,-0.017179761081933975,0.17721624672412872,0.9934964776039124
96,0.2872019410133362,0.15016211569309235,0.014088289812207222,19.32,0.1,20.154197607607784,0.09795529395341873,-0.021511970087885857,-0.017519593238830566,0.17451897263526917,1.0062062740325928
97,0.28636491298675537,0.15021884441375732,0.013922167010605335,19.49,0.1,40.18374043091353,0.09785807132720947,-0.022721383720636368,-0.017843691632151604,0.17634756863117218,1.0084373950958252
98,0.2881636321544647,0.1504800021648407,0.013891944661736488,19.66,0.1,7.10656472082519,0.09690511226654053,-0.022341402247548103,-0.0177167858928442,0.17763006687164307,1.024358868598938
99,0.3101956248283386,0.15076492726802826,0.014882457442581654,19.83,0.1,122.12469375309229,0.09553108364343643,-0.02348831295967102,-0.017306162044405937,0.16997481882572174,1.0393834114074707
100,0.29054367542266846,0.15051716566085815,0.013774598017334938,20.0,0.1,25.102453069082003,0.09635598212480545,-0.022957034409046173,-0.017704583704471588,0.1790226697921753,1.024306058883667
