epoch,total,recon,phys,lambda_phys,Mean_K,Mean_dP_dy,FlowRate,Porosity,Anisotropy,Var_K,Var_dP_dy,Var_FlowRate,Var_Porosity,Var_Anisotropy,GradNorm
12,81239.6640625,0.1270916759967804,37813.9765625,2.148399769821803,0.9410666823387146,0.0001317495189141482,-0.011089550331234932,-0.033547110855579376,0.9147392511367798,2.1483595458171578e-10,3.562180661120101e-13,5.065826772822357e-13,1.1773640951062703e-09,4.927285801592518e-10,0.000705841954201039
13,85386.34375,0.12709109485149384,37810.31640625,2.2582782949924516,0.9410219192504883,0.00012996501754969358,-0.01108583901077509,-0.033595308661460876,0.9147152900695801,3.1475672068737026e-10,1.0157079170791672e-12,2.5365931143744858e-12,1.7734583801498616e-09,5.07061670429465e-10,0.000527259564533093
14,89404.65625,0.12709040939807892,37810.3046875,2.3645545736347198,0.9410226941108704,0.0001309690997004509,-0.011081974022090435,-0.03360339626669884,0.9147332906723022,1.2127379656057258e-10,2.9020340817920154e-12,5.866215499472638e-12,2.4638719953173904e-09,3.0536831396865693e-10,0.0006865795508276198
15,93302.2890625,0.12709063291549683,37814.77734375,2.467346701436833,0.9410831928253174,0.00013159154332242906,-0.011071859858930111,-0.03355046734213829,0.914829671382904,9.175243897985297e-12,2.3043756573054575e-12,4.8658499104958786e-12,2.1794888116488664e-09,2.9525951128483996e-11,0.0018605991860955187
16,97054.8828125,0.12708929181098938,37812.03515625,2.566768902449841,0.9410572052001953,0.00013453008432406932,-0.011078535579144955,-0.03349275141954422,0.9148026704788208,1.0644385373126397e-10,9.96886947990383e-12,2.2454665893605757e-13,1.880214650640255e-09,3.118800356860518e-11,0.0006045516563353068
17,100692.375,0.12708838284015656,37812.5546875,2.662931656014981,0.9410753846168518,0.00013508193660527468,-0.011075767688453197,-0.033398255705833435,0.91484135389328,3.410518395474682e-11,8.141582026610639e-12,9.645254294690306e-14,7.514323607793472e-10,1.7772841531815686e-10,0.0007683390732810052
18,104236.9765625,0.12708735466003418,37822.5859375,2.755941819529868,0.9412027597427368,0.00013391826360020787,-0.011064523831009865,-0.03330845385789871,0.9150032997131348,6.300423377458841e-11,3.522405891270841e-12,9.001604800093488e-13,3.0200639211663827e-10,3.788665214887743e-10,0.0009227568238185473
19,107632.484375,0.12708546221256256,37820.11328125,2.84590274718993,0.9411797523498535,0.00013571114686783403,-0.011069190688431263,-0.0332677997648716,0.9150071144104004,4.767664596450061e-10,1.7430190971112758e-11,9.995295389975123e-12,6.379624606367429e-10,1.7325978429738598e-09,0.0006724757330394372
20,110915.34375,0.12708480656147003,37817.40625,2.9329144048370397,0.9411704540252686,0.00016107471310533583,-0.011075414717197418,-0.03310184180736542,0.9150747060775757,1.1005524269691591e-09,1.175078914381067e-13,1.0607402976814395e-11,1.0992080856642161e-10,1.6782381040414407e-09,0.0009291044541623184
21,114109.03125,0.12708407640457153,37821.05859375,3.0170734810429525,0.9412058591842651,0.00015623777289874852,-0.011076376773416996,-0.03314397484064102,0.91509610414505,6.28187335482977e-10,2.1728348016235993e-13,1.6202662475595098e-11,3.810761151079589e-10,1.3013105037984474e-09,0.0007036287618740924
22,117189.40625,0.12708334624767303,37821.6171875,3.098473494551003,0.9412047266960144,0.0001465816021664068,-0.011072973720729351,-0.03320825845003128,0.9150755405426025,8.377147864280232e-10,6.3464767295629e-12,2.6000696387584732e-11,6.250192030599067e-10,2.001522281247503e-09,0.0006861646911676001
23,120178.03125,0.12708237767219543,37825.04296875,3.1772048981954426,0.9412423968315125,0.00014236722199711949,-0.011065571568906307,-0.03323620930314064,0.9151235222816467,6.997478152470649e-10,3.3414015911809036e-12,2.8781336688932235e-11,3.877455023726384e-10,1.470506494349877e-09,0.00056055714695628
24,123070.359375,0.12708167731761932,37828.7109375,3.253355179413892,0.9412925839424133,0.0001513313764007762,-0.011046817526221275,-0.03321261331439018,0.915210485458374,1.248808972897919e-10,1.8418343835768097e-13,1.0566669067513246e-11,1.85317497458648e-10,2.634318596594909e-10,0.000808999012781171
25,125862.34375,0.127080500125885,37830.44140625,3.327008957464609,0.9413177967071533,0.0001602945412741974,-0.011041439138352871,-0.033180296421051025,0.9152520895004272,1.498240975728038e-10,5.68307824844877e-13,1.2823300581110697e-11,4.80131177871268e-11,1.5967713262732275e-10,0.0009289428093981391
26,128556.640625,0.12707865238189697,37830.23046875,3.3982480774565906,0.9413143992424011,0.00016553876048419625,-0.011045960709452629,-0.03317229822278023,0.9152314066886902,3.0081420687722016e-10,4.5454197588994105e-13,1.4322171053293697e-11,2.2987651712713664e-11,3.416437688308349e-10,0.0005015606515315873
27,131164.34375,0.12707683444023132,37830.5390625,3.4671517012970043,0.9413127303123474,0.00016667558520566672,-0.01105221826583147,-0.03319350630044937,0.9152036309242249,5.043118145309222e-10,1.1806784933413028e-12,3.2963510393502204e-11,1.2541943872346195e-10,9.034937242802243e-10,0.0005871239913716763
28,133680.25,0.12707431614398956,37829.0390625,3.533796395657009,0.9412952661514282,0.0001657624525250867,-0.011049522086977959,-0.033202189952135086,0.9151821732521057,4.539748021947787e-10,2.927743767908164e-12,5.047633838684007e-11,6.824310005981715e-10,1.6367704969155739e-09,0.0006477433100984244
29,136114.515625,0.12707079946994781,37827.87890625,3.5982562170537076,0.9412881731987,0.00015774741768836975,-0.011038963682949543,-0.03317961096763611,0.915195107460022,5.076032927320284e-10,7.464276592650254e-12,5.077614717574619e-11,9.318653626522178e-10,1.6748908926444983e-09,0.0006885534481480881
30,138475.953125,0.12706634402275085,37828.6953125,3.6606027941427883,0.9413082003593445,0.0001543173275422305,-0.011022388935089111,-0.03312930092215538,0.9152406454086304,5.764213550918384e-10,6.727199526601613e-12,5.3410796618802436e-11,1.279008787768987e-09,1.9560248976091543e-09,0.0007661022863523672
31,140771.640625,0.1270608901977539,37832.59765625,3.7209054073132903,0.9413706064224243,0.00015329624875448644,-0.011004045605659485,-0.033030424267053604,0.9153655171394348,2.191900216885756e-09,1.587929787660869e-11,3.418188995740756e-11,9.817096024988814e-10,4.4681458533091245e-09,0.0008907962115796937
32,143033.59375,0.1270545870065689,37847.2421875,3.7792310656729384,0.941556453704834,0.0001473125594202429,-0.010986045002937317,-0.032905954867601395,0.9156102538108826,2.273635058003265e-09,3.703328615989321e-11,4.3379591585512856e-11,7.751543851242104e-10,3.394033498693716e-09,0.0011410833415396939
33,145229.75,0.12704585492610931,37863.16015625,3.8356445815096025,0.9417539834976196,0.00013575526827480644,-0.010970260947942734,-0.032786764204502106,0.9158388376235962,2.3777180224726635e-09,3.856593516760043e-11,4.959058164111241e-11,6.074399316879919e-10,2.4752477845169096e-09,0.0016763393546223968
34,147355.296875,0.12703154981136322,37878.47265625,3.8902086423116207,0.9419382214546204,0.00011794162128353491,-0.010958494618535042,-0.03270354121923447,0.9160266518592834,3.005319326732092e-09,1.1958564347103184e-11,2.5919103668892163e-11,1.172020036577237e-09,3.7611243008939255e-09,0.0025913827760211637
35,149421.5625,0.12700973451137543,37895.5234375,3.942983880427012,0.9421458840370178,0.00012057595449732617,-0.010951229371130466,-0.032579924911260605,0.9162449836730957,2.124350029220068e-09,3.415055738198447e-11,3.1428804003752475e-11,1.691550788329721e-09,3.4612859245441996e-09,0.003971809888939488
36,151417.359375,0.12697799503803253,37910.8984375,3.994028940438989,0.9423417448997498,0.00014083101996220648,-0.010934312827885151,-0.0324278399348259,0.9164841771125793,1.735714350026285e-10,1.3540661647493124e-10,7.811626345777256e-11,2.9854623218028564e-09,1.9178585386470104e-09,0.005874118975161105
37,153313.953125,0.1269359290599823,37917.05078125,4.043400544332645,0.9424700736999512,0.0001977496431209147,-0.010898822918534279,-0.03205566108226776,0.9168022274971008,7.658005896082898e-10,1.2938551618990601e-10,1.7300591514946007e-10,3.593912722976711e-09,4.292830813046322e-10,0.006995649829998237
38,155236.765625,0.12690415978431702,37944.46484375,4.091153554525208,0.9429053068161011,0.0002879286475945264,-0.010813364759087563,-0.0312582291662693,0.9176223874092102,8.051675437492634e-10,7.849105046475735e-12,4.605037878802065e-11,1.7703303267779802e-09,2.855702341264532e-09,0.0025323615822483003
39,157302.671875,0.12692221999168396,38020.203125,4.137341034829937,0.9438758492469788,0.0003579182957764715,-0.01070537231862545,-0.0305703803896904,0.9190322756767273,1.8818779867757485e-09,2.5215255231025857e-12,6.274300957259671e-12,1.8575901927775362e-10,1.8641297394594858e-09,0.008942284265959409
40,159016.71875,0.12691336870193481,38023.921875,4.182014309421366,0.9439010620117188,0.0003456630220171064,-0.010703684762120247,-0.030682731419801712,0.9189686179161072,2.8763122994490686e-09,1.1944401197283572e-11,2.9760745192015936e-13,8.309362642400231e-10,3.928856795454294e-09,0.001230789814647402
41,160600.859375,0.12690049409866333,38010.0,4.22522301986745,0.9437171816825867,0.000336386525304988,-0.010716469027101994,-0.03088131546974182,0.9187202453613281,1.1477750971877754e-09,1.939483990076596e-11,1.833939467302259e-12,4.813540122050597e-10,1.5576261391814228e-09,0.0012141244622241422
42,162142.640625,0.12688486278057098,37999.05078125,4.267015180291968,0.943575918674469,0.00031791883520781994,-0.01073027215898037,-0.030993793159723282,0.9185150861740112,4.3898548685028516e-10,1.1765011707909334e-11,4.3659528574900575e-13,1.1047961850918497e-10,6.231987148552776e-10,0.0012581111783214203
43,163653.140625,0.1268652081489563,37993.125,4.307437230728487,0.9434991478919983,0.000294263765681535,-0.010740443132817745,-0.03104935958981514,0.9183969497680664,2.6555804777395053e-10,6.83256402844723e-12,1.1215464321145951e-11,4.94203462875209e-11,5.748934106541981e-10,0.0014653625134776846
44,165140.921875,0.12684018909931183,37993.671875,4.3465340887251855,0.9435126781463623,0.00028475007275119424,-0.010726064443588257,-0.03103729709982872,0.9184694290161133,1.0175337239459736e-09,7.864670720225675e-12,1.953692242706584e-11,7.166009452497235e-11,1.6159266147397489e-09,0.0015366886350086548
45,166603.03125,0.12681004405021667,37999.4609375,4.384349199257851,0.9435858726501465,0.0002819957153405994,-0.010706329718232155,-0.03102896176278591,0.9186043739318848,8.696792175300061e-10,6.041134172768414e-12,2.620263207797624e-11,6.142530928343604e-11,1.1734072602465062e-09,0.00173908957119847
46,168037.671875,0.12677188217639923,38009.59375,4.420924583006551,0.9436996579170227,0.00027644805959425867,-0.010689311660826206,-0.03105875849723816,0.9187163710594177,1.6799779345433308e-09,5.48201187135916e-13,8.8408013548813e-12,1.1336611510648353e-10,1.4241203771803157e-09,0.0020529400849412733
47,169500.734375,0.12672466039657593,38036.16796875,4.456300883049602,0.9440116286277771,0.00028873831615783274,-0.010683652013540268,-0.030906332656741142,0.9189540147781372,1.1754031081778749e-09,9.527193487249286e-13,1.140605296844066e-12,1.3516096575294512e-10,8.175508603436299e-10,0.0027468885062042724
48,170791.765625,0.12666350603103638,38033.84375,4.490517410026723,0.9439870119094849,0.00031802032026462257,-0.01070897001773119,-0.030838824808597565,0.9189206957817078,1.0731983079992347e-09,2.4274398463530744e-11,2.2531963274341482e-12,3.8977407412765785e-10,4.460941893658088e-10,0.0029434231041702954
49,172062.953125,0.12659460306167603,38036.6015625,4.523612185821571,0.9440474510192871,0.00036022652056999505,-0.010693565011024475,-0.030591890215873718,0.9189539551734924,4.091067484779387e-10,3.544537233168832e-11,1.142665736336701e-11,6.410079689267434e-10,8.302949300320606e-11,0.003065897676700604
50,173277.140625,0.12652087211608887,38035.86328125,4.555621985812191,0.9440897107124329,0.0003875182883348316,-0.010642414912581444,-0.03024553880095482,0.9190070629119873,1.2502756642496227e-11,1.1935685946540264e-11,6.160293108958825e-11,1.1360856699837996e-09,2.5574068904243852e-11,0.0029652074049388816
51,174525.484375,0.12644588947296143,38051.2890625,4.586582379736327,0.9443358778953552,0.00039967012708075345,-0.010548251681029797,-0.029860220849514008,0.9194595217704773,1.3480422333955744e-09,7.034530943861306e-12,8.224951275614956e-11,3.3362494988864455e-09,3.2876925626368347e-09,0.0029384883579036875
52,175751.234375,0.1263691484928131,38069.98046875,4.616527771217016,0.9446241855621338,0.000425470236223191,-0.010463381186127663,-0.029409781098365784,0.9199733138084412,1.829292273214378e-10,2.1570800701198323e-11,1.1009421152508025e-10,7.25396898104691e-09,8.886840707766908e-10,0.0032884956937006987
53,177008.65625,0.12628096342086792,38103.29296875,4.645491435992375,0.9450713396072388,0.00046692416071891785,-0.010393336415290833,-0.02891828492283821,0.9205389618873596,6.995730106318376e-10,8.641220378136083e-11,1.0607374700821737e-10,2.1482183143461953e-08,1.848955655248119e-09,0.004040800549907227
54,178233.8125,0.1261676698923111,38137.04296875,4.673505558892067,0.9455379247665405,0.0005133951199240983,-0.01033910270780325,-0.028262915089726448,0.9211347699165344,3.296293238364001e-09,8.218693781092412e-11,3.009751892157908e-10,7.499053822357382e-08,1.2941606009064799e-08,0.005498637867398969
55,179412.3125,0.12601162493228912,38167.92578125,4.70060126960153,0.9460061192512512,0.000574979989323765,-0.010255007073283195,-0.02741534262895584,0.9218742847442627,4.234406603131902e-09,1.2303424945514507e-10,1.355950240977677e-09,1.6413011394433852e-07,3.253164848615597e-08,0.008297133781163799
56,180522.46875,0.12578193843364716,38191.16796875,4.726808677253726,0.9464413523674011,0.0006242954405024648,-0.010143318213522434,-0.026187144219875336,0.9226877093315125,1.562990448178425e-08,4.072752985556649e-12,1.6797387925038265e-09,4.096521593055513e-07,4.18892892595224e-10,0.014064119670065016
57,181604.265625,0.12540920078754425,38215.09765625,4.752156903886824,0.9470194578170776,0.0006545605137944221,-0.009971271269023418,-0.023925747722387314,0.9238623976707458,1.005963596867332e-07,3.899618961078488e-10,3.0460940436682904e-09,1.5068164884723956e-06,1.18886118727346e-08,0.025697068001934047
58,182882.15625,0.12475347518920898,38286.4765625,4.776674116805025,0.9483761787414551,0.0006741460529156029,-0.00969788059592247,-0.01966746896505356,0.9261839389801025,1.5569764855172252e-07,6.11158401664369e-10,7.712404936910389e-09,6.122550530562876e-06,1.850349318210931e-09,0.051143859871470077
59,184267.9375,0.12352263182401657,38386.03125,4.800387559878453,0.9505888223648071,0.0007180699030868709,-0.009334459900856018,-0.010724689811468124,0.9301057457923889,7.317729568967479e-07,4.239322226595732e-09,8.936603679288169e-10,2.4396904336754233e-05,6.350866499360563e-08,0.10334656974033747
60,185589.375,0.12130817770957947,38477.4609375,4.823323583816936,0.9536347985267639,0.0008593777311034501,-0.008608277887105942,0.0065122502855956554,0.9350928068161011,2.7742163410948706e-07,2.6062889624256513e-09,6.100799510022625e-08,3.287010622443631e-05,4.426541636348702e-06,0.16424839275351935
61,186912.859375,0.11792460083961487,38574.4375,4.8455076754512785,0.9573803544044495,0.0009156980086117983,-0.007280170917510986,0.030638346448540688,0.9389414191246033,3.902787284459919e-05,8.162712283876772e-09,2.6083698685397394e-06,2.1123227270436473e-05,4.634954109405953e-07,0.25696965908788755
62,188059.3125,0.11182187497615814,38639.9375,4.866964486054582,0.959072470664978,0.0005647155339829624,-0.0069945151917636395,0.04167347401380539,0.9408684968948364,0.00011299853940727189,3.580564067462433e-09,5.252055416349322e-06,0.0001910339342430234,7.732811354799196e-06,0.5639929551220679
63,187396.375,0.09871619194746017,38340.2421875,4.8877178587350905,0.9562446475028992,-0.00016643443086650223,-0.006399869918823242,0.04225453361868858,0.9400668144226074,7.176940471254056e-06,7.288604138011578e-07,7.224827527352318e-07,3.559091783245094e-05,6.870549782433955e-07,1.1302852329558222
64,186816.859375,0.08383570611476898,38065.3515625,4.907790854930981,0.9536153078079224,-0.0006673505413345993,-0.006012461148202419,0.04480763524770737,0.9397311210632324,3.573138383217156e-05,2.322163709322922e-06,9.195082384394482e-07,9.128820238402113e-05,1.5392342902487144e-06,0.4752074033448818
65,187961.03125,0.08130878955125809,38147.578125,4.927205780036561,0.9542558789253235,-0.0007318059215322137,-0.006192788481712341,0.043187472969293594,0.9407055974006653,7.32583794160746e-05,2.8681554340437287e-06,3.3679098123684525e-06,0.0003127203672192991,2.3561392481497023e-06,0.5073408098859841
66,188763.359375,0.08022810518741608,38164.95703125,4.945984208188331,0.9542094469070435,-0.000763612100854516,-0.006271896418184042,0.04162855073809624,0.9411171078681946,9.112385305343196e-05,2.987173957080813e-06,5.181083906791173e-06,0.0005035795038565993,3.066572389798239e-06,0.6016943647513741
67,188371.546875,0.07673200219869614,37946.390625,4.964147006238466,0.9518737196922302,-0.0008762801880948246,-0.005988678429275751,0.04305759072303772,0.9405527114868164,0.00012369906471576542,3.3260851068916963e-06,7.496543275919976e-06,0.0007991787861101329,5.3543317335424945e-06,0.6580035053186769
68,187070.953125,0.07103336602449417,37551.5078125,4.98171435694236,0.9476941227912903,-0.001025940990075469,-0.0054278988391160965,0.047644782811403275,0.938860297203064,0.00017782291979528964,3.7018526199972257e-06,1.1014645679097157e-05,0.001318836584687233,1.0561476301518269e-05,0.6922913028497796
69,185244.0625,0.06373844295740128,37058.390625,4.998705781385981,0.9420406818389893,-0.0011415184708312154,-0.004672686569392681,0.05619441345334053,0.9358947277069092,0.0002781151852104813,3.82332564186072e-06,1.5985231584636495e-05,0.002289243508130312,2.5242794436053373e-05,0.6820398292882155
70,183685.046875,0.05602249503135681,36626.09375,5.015140160677975,0.9352541565895081,-0.0012309750309213996,-0.00390224764123559,0.06791932135820389,0.9310377240180969,0.00046016499982215464,3.934699179808376e-06,2.1706437109969556e-05,0.0038937951903790236,7.47375815990381e-05,0.5871373073433422
71,183687.453125,0.049623142927885056,36510.8515625,5.031035756930619,0.9279618263244629,-0.001498524914495647,-0.0032982786651700735,0.08029068261384964,0.925220251083374,0.0007414615829475224,5.070260158390738e-06,2.6367129976279102e-05,0.0059636421501636505,0.0001800411264412105,0.3680726665427359
72,185467.203125,0.04641791805624962,36752.296875,5.046410233552938,0.9223166108131409,-0.001650934456847608,-0.0028811998199671507,0.08673615753650665,0.920440673828125,0.0010061919456347823,5.706800948246382e-06,2.9382026696112007e-05,0.0073467218317091465,0.0002953499788418412,0.07724010663136847
73,184362.9375,0.049198176711797714,36426.1328125,5.061280674878528,0.9254558086395264,-0.0014270725660026073,-0.0029519256204366684,0.07558580487966537,0.9240249395370483,0.0007861702470108867,4.631715000869008e-06,2.803262395900674e-05,0.005827164743095636,0.0001710492215352133,1.4012240673877865
74,185065.734375,0.04854978621006012,36461.37890625,5.075663605149913,0.9241933226585388,-0.001462961663492024,-0.0028388844802975655,0.07755137979984283,0.9231082201004028,0.0008427266729995608,4.747882030642359e-06,2.87165203189943e-05,0.006202950607985258,0.00018995808204635978,1.4736984980291286
75,190919.625,0.04480469226837158,37511.890625,5.089575006880506,0.916174054145813,-0.0016188748413696885,-0.002478158799931407,0.09454904496669769,0.9156143069267273,0.001354916370473802,5.438645075628301e-06,3.22226551361382e-05,0.009109972044825554,0.00044435428571887314,0.14339532395838953
76,194993.203125,0.04509301856160164,38211.25,5.103030338614609,0.913417637348175,-0.0013918459881097078,-0.0024075566325336695,0.10159661620855331,0.9127309322357178,0.0015529016964137554,4.463410732569173e-06,3.3037435059668496e-05,0.010517057962715626,0.0005635282723233104,0.06715241251527217
77,194466.4375,0.04532280191779137,38011.08203125,5.116044552105159,0.9140279293060303,-0.001435867859981954,-0.002460731891915202,0.10132083296775818,0.9132596850395203,0.0014908000594004989,4.654388249036856e-06,3.288344305474311e-05,0.01057382207363844,0.0005207080976106226,0.029116479347239196
78,193222.90625,0.04545177146792412,37675.3203125,5.128632108928331,0.9152291417121887,-0.0015662621008232236,-0.0025755385868251324,0.09938906133174896,0.9142964482307434,0.0013839961029589176,5.242690349405166e-06,3.256909258197993e-05,0.010369672439992428,0.00045140128349885345,0.05880967736276628
79,192506.25,0.04559142887592316,37446.6875,5.140806996553434,0.9161815643310547,-0.0016366285271942616,-0.002677884418517351,0.09743531048297882,0.9150110483169556,0.001299755065701902,5.553683877224103e-06,3.270966044510715e-05,0.010223533026874065,0.00039689952973276377,0.08887451092559867
80,192257.0,0.04570472240447998,37312.734375,5.152582743885993,0.9167709350585938,-0.0016534222522750497,-0.00275961821898818,0.09576918184757233,0.9153003692626953,0.0012412149226292968,5.606304057437228e-06,3.325527359265834e-05,0.010185987688601017,0.0003582742065191269,0.10711372175688924
81,192339.65625,0.04576167091727257,37246.4453125,5.163972436301251,0.9170456528663635,-0.0016619786620140076,-0.0028392248786985874,0.09446866065263748,0.915282130241394,0.0012045514304190874,5.6274225244123954e-06,3.3988733775913715e-05,0.010244389995932579,0.00033061139401979744,0.11617107781405647
82,192749.03125,0.04574790224432945,37246.26171875,5.174988730184827,0.9170149564743042,-0.001666704542003572,-0.0029128622263669968,0.09356857091188431,0.9149890542030334,0.0011916416697204113,5.615278951154323e-06,3.485313573037274e-05,0.010395004414021969,0.00031434479751624167,0.11579002160979888
83,193412.640625,0.04566718265414238,37297.703125,5.185643866996664,0.9166861176490784,-0.001669087796472013,-0.002974390983581543,0.09309099614620209,0.9144385457038879,0.0011995044769719243,5.569736003963044e-06,3.581299461075105e-05,0.010620583780109882,0.00030820895335637033,0.10589834215083242
84,194256.625,0.045540764927864075,37386.15625,5.19594968687391,0.9160962104797363,-0.0016740286955609918,-0.0030222765635699034,0.0929751992225647,0.9136866331100464,0.0012232603039592505,5.491223873832496e-06,3.682314491015859e-05,0.01089902687817812,0.0003103253256995231,0.0910484915818862
85,195232.171875,0.04539632052183151,37501.9609375,5.205917641787851,0.9152860641479492,-0.0016752929659560323,-0.0030639551114290953,0.09313154220581055,0.912740170955658,0.0012589882826432586,5.388455520005664e-06,3.782453859457746e-05,0.011207777075469494,0.00031949105323292315,0.07222736932645735
86,196386.71875,0.045259904116392136,37654.00390625,5.215558808269492,0.9143205881118774,-0.001631864462979138,-0.0030788558069616556,0.09351669996976852,0.9116167426109314,0.001305757206864655,5.100419457448879e-06,3.901464879163541e-05,0.011540061794221401,0.0003371031198184937,0.049902707562826165
87,197676.078125,0.04515555873513222,37833.57421875,5.224883899717963,0.9132697582244873,-0.0015610168920829892,-0.0030707523692399263,0.09409844875335693,0.9104053378105164,0.0013590616872534156,4.715903287433321e-06,4.0322534914594144e-05,0.011882906779646873,0.00036002087290398777,0.02589769211145591
88,199068.1875,0.04509471729397774,38034.35546875,5.233903278305393,0.912207305431366,-0.0014758034376427531,-0.0030603075865656137,0.09468970447778702,0.9091764688491821,0.0014169556088745594,4.294555765227415e-06,4.153667759965174e-05,0.012200038880109787,0.0003873294044751674,0.011558687614432031
89,200117.234375,0.045053210109472275,38171.1640625,5.242626966491496,0.911490797996521,-0.0014289123937487602,-0.003084169002249837,0.09498851746320724,0.9083359837532043,0.0014555127127096057,4.035781785205472e-06,4.211240229778923e-05,0.012416811659932137,0.00040442627505399287,0.015227853819673735
90,200853.109375,0.04500254616141319,38249.96875,5.25106465816068,0.9110282063484192,-0.0014093981590121984,-0.0031096525490283966,0.09501338750123978,0.9077873229980469,0.0014775972813367844,3.884793386532692e-06,4.251604696037248e-05,0.012539842166006565,0.0004125877167098224,0.013990744934653632
91,201264.453125,0.04492739215493202,38268.828125,5.259225729394018,0.9108165502548218,-0.0014089175965636969,-0.003123778384178877,0.09478370100259781,0.9075108766555786,0.0014825622783973813,3.823892257059924e-06,4.29154715675395e-05,0.012576967477798462,0.0004119419609196484,0.01684922690853803
92,201352.84375,0.04481370374560356,38228.2578125,5.267119248888083,0.910844087600708,-0.00142667256295681,-0.0031288331374526024,0.09422199428081512,0.9074831008911133,0.0014714021235704422,3.84193708669045e-06,4.331639865995385e-05,0.012513983063399792,0.00040334154618903995,0.0438522960414764
93,200936.6875,0.044636357575654984,38094.03125,5.274753988032211,0.9111990332603455,-0.0014839323703199625,-0.0031585816759616137,0.09294231981039047,0.9078134894371033,0.0014377770712599158,4.02788054998382e-06,4.330484080128372e-05,0.012272385880351067,0.00038287416100502014,0.08662917526691223
94,199482.6875,0.04442869871854782,37765.5078125,5.282138430655392,0.9122835397720337,-0.001621545641683042,-0.003251178888604045,0.08993472158908844,0.908933162689209,0.001352360937744379,4.562776211969322e-06,4.241157876094803e-05,0.011647535488009453,0.0003353958309162408,0.051653763557816194
95,197023.96875,0.04464718699455261,37249.66015625,5.289280782453618,0.9145684242248535,-0.0017200785223394632,-0.003323696320876479,0.08427993953227997,0.9110146164894104,0.0011879989178851247,4.962103957950603e-06,4.169440580881201e-05,0.010481871664524078,0.0002611349045764655,0.32246596436615255
