file,mean_k,mean_dp/dy,flowrate,porosity,anisotropy
opt_000.png,0.0,0.0,0.0,0.0,0.0
opt_001.png,0.0,0.0,0.0,0.0,0.0
opt_002.png,0.0,0.0,0.0,0.0,0.0
opt_003.png,0.0,0.0,0.0,0.0,0.0
opt_004.png,0.0,0.0,0.0,0.0,0.0
opt_005.png,0.0,0.0,0.0,0.0,0.0
opt_006.png,0.0,0.0,0.0,0.0,0.0
opt_007.png,0.0,0.0,0.0,0.0,0.0
